"sex","region","year",Average monthly salary in the municipalities
"women","1496 Skövde","2013",26000
"women","1496 Skövde","2014",26800
"women","1496 Skövde","2015",27500
"women","1496 Skövde","2016",28900
"women","1496 Skövde","2017",29500
"women","1496 Skövde","2018",30400
"women","1496 Skövde","2019",31200
"women","1496 Skövde","2020",31900
"women","1497 Hjo","2007",20500
"women","1497 Hjo","2008",22100
"women","1497 Hjo","2009",23100
"women","1497 Hjo","2010",23600
"women","1497 Hjo","2011",24000
"women","1497 Hjo","2012",24500
"women","1497 Hjo","2013",25100
"women","1497 Hjo","2014",25700
"women","1497 Hjo","2015",26600
"women","1497 Hjo","2016",27600
"women","1497 Hjo","2017",28400
"women","1497 Hjo","2018",29000
"women","1497 Hjo","2019",29900
"women","1497 Hjo","2020",30800
"women","1498 Tidaholm","2007",20500
"women","1498 Tidaholm","2008",22000
"women","1498 Tidaholm","2009",22800
"women","1498 Tidaholm","2010",23200
"women","1498 Tidaholm","2011",23700
"women","1498 Tidaholm","2012",24200
"women","1498 Tidaholm","2013",25100
"women","1498 Tidaholm","2014",25900
"women","1498 Tidaholm","2015",26500
"women","1498 Tidaholm","2016",27500
"women","1498 Tidaholm","2017",28500
"women","1498 Tidaholm","2018",29400
"women","1498 Tidaholm","2019",30400
"women","1498 Tidaholm","2020",31100
"women","1499 Falköping","2007",21100
"women","1499 Falköping","2008",22500
"women","1499 Falköping","2009",23400
"women","1499 Falköping","2010",23700
"women","1499 Falköping","2011",24100
"women","1499 Falköping","2012",24500
"women","1499 Falköping","2013",25400
"women","1499 Falköping","2014",26300
"women","1499 Falköping","2015",27000
"women","1499 Falköping","2016",28000
"women","1499 Falköping","2017",28700
"women","1499 Falköping","2018",29400
"women","1499 Falköping","2019",30300
"women","1499 Falköping","2020",31100
"women","1715 Kil","2007",20300
"women","1715 Kil","2008",21600
"women","1715 Kil","2009",22600
"women","1715 Kil","2010",23300
"women","1715 Kil","2011",23900
"women","1715 Kil","2012",24200
"women","1715 Kil","2013",25300
"women","1715 Kil","2014",25900
"women","1715 Kil","2015",27000
"women","1715 Kil","2016",28000
"women","1715 Kil","2017",28800
"women","1715 Kil","2018",29600
"women","1715 Kil","2019",30200
"women","1715 Kil","2020",31100
"women","1730 Eda","2007",20800
"women","1730 Eda","2008",22100
"women","1730 Eda","2009",23100
"women","1730 Eda","2010",23600
"women","1730 Eda","2011",24000
"women","1730 Eda","2012",24300
"women","1730 Eda","2013",25000
"women","1730 Eda","2014",25600
"women","1730 Eda","2015",26400
"women","1730 Eda","2016",27000
"women","1730 Eda","2017",27500
"women","1730 Eda","2018",28000
"women","1730 Eda","2019",28800
"women","1730 Eda","2020",29300
"women","1737 Torsby","2007",21000
"women","1737 Torsby","2008",22700
"women","1737 Torsby","2009",23700
"women","1737 Torsby","2010",24100
"women","1737 Torsby","2011",24700
"women","1737 Torsby","2012",25200
"women","1737 Torsby","2013",25800
"women","1737 Torsby","2014",26500
"women","1737 Torsby","2015",27200
"women","1737 Torsby","2016",28000
"women","1737 Torsby","2017",29000
"women","1737 Torsby","2018",29700
"women","1737 Torsby","2019",30300
"women","1737 Torsby","2020",31100
"women","1760 Storfors","2007",21000
"women","1760 Storfors","2008",22600
"women","1760 Storfors","2009",23400
"women","1760 Storfors","2010",24000
"women","1760 Storfors","2011",24700
"women","1760 Storfors","2012",25400
"women","1760 Storfors","2013",26100
"women","1760 Storfors","2014",27000
"women","1760 Storfors","2015",28000
"women","1760 Storfors","2016",29000
"women","1760 Storfors","2017",29700
"women","1760 Storfors","2018",30600
"women","1760 Storfors","2019",31800
"women","1760 Storfors","2020",32200
"women","1761 Hammarö","2007",21100
"women","1761 Hammarö","2008",22400
"women","1761 Hammarö","2009",23300
"women","1761 Hammarö","2010",23800
"women","1761 Hammarö","2011",24300
"women","1761 Hammarö","2012",24500
"women","1761 Hammarö","2013",25600
"women","1761 Hammarö","2014",26300
"women","1761 Hammarö","2015",26900
"women","1761 Hammarö","2016",28100
"women","1761 Hammarö","2017",28800
"women","1761 Hammarö","2018",29400
"women","1761 Hammarö","2019",30300
"women","1761 Hammarö","2020",31000
"women","1762 Munkfors","2007",21100
"women","1762 Munkfors","2008",22700
"women","1762 Munkfors","2009",23800
"women","1762 Munkfors","2010",24300
"women","1762 Munkfors","2011",25000
"women","1762 Munkfors","2012",25600
"women","1762 Munkfors","2013",26100
"women","1762 Munkfors","2014",26400
"women","1762 Munkfors","2015",27400
"women","1762 Munkfors","2016",28200
"women","1762 Munkfors","2017",29000
"women","1762 Munkfors","2018",29000
"women","1762 Munkfors","2019",29700
"women","1762 Munkfors","2020",30600
"women","1763 Forshaga","2007",21000
"women","1763 Forshaga","2008",22200
"women","1763 Forshaga","2009",23100
"women","1763 Forshaga","2010",23600
"women","1763 Forshaga","2011",24300
"women","1763 Forshaga","2012",24600
"women","1763 Forshaga","2013",25400
"women","1763 Forshaga","2014",26100
"women","1763 Forshaga","2015",26600
"women","1763 Forshaga","2016",27600
"women","1763 Forshaga","2017",28100
"women","1763 Forshaga","2018",28900
